source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON UMF Wa 240214 3um (3),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,3,3.6,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_142
EMO BON UMF Wa 240214 3um (4),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,4,3.6,3,3-200,3,200,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_143
EMO BON UMF Wa 240214 0.2um (1),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,1,5,2,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_144
EMO BON UMF Wa 240214 0.2um (2),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,2,5,2,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_145
EMO BON UMF Wa 240214 0.2um (3),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,3,3.6,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_146
EMO BON UMF Wa 240214 0.2um (4),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,1,4,3.6,3,0.2-3,0.2,3,Y,Ruttner,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_147
EMO BON UMF Wa 240214 3um (Blank),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 3-200um,1874687,metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,NA,blank_1,5,0,3-200,3,200,N,NA,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_148
EMO BON UMF Wa 240214 0.22um (Blank),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 0.2-3um,1874687,metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,NA,blank_1,5,0,0.2-3,0.2,3,N,NA,WaSOP1,vacuum pump,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_149
EMO BON UMF Wa 240214 10um (1),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,,1,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_150
EMO BON UMF Wa 240214 10um (2),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,,2,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_151
EMO BON UMF Wa 240214 10um (3),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,,3,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_152
EMO BON UMF Wa 240214 10um (4),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 10-20um,1874687,marine plankton metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,,4,0.25,2,10-20,10,2000,N,plankton net ,WaSOP2,"hose, 1-10 m, diluted with water from 1m",2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_153
EMO BON UMF Wa 240214 10um (blank),EMOBON metagenome water sample from station UMF collected on 2024-02-14 size fraction 10-20um,1874687,metagenome,metagenome,marine water body [ENVO:00001999],2024-02-14 00:00:00,UMF_Wa_240214,Nina Dagberg,,no_tide,,,blank_1,0.25,0,10-20,10,2000,N,plankton net ,WaSOP2,mq,2024-02-14 00:00:00,"UMF, A13B passage, -80 freezer",-80,Nina Dagberg,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_UMF_Wa_154
